,SMILES,Standard Value,pIC50
CHEMBL1990772,C/C(=N/NC(=O)c1cc2ccccc2cc1O)C1C(=O)c2ccccc2C1=O,58.81,7.230548821
CHEMBL1097377,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)c1ccc2c(c1)COC2,76.38,7.117020346
CHEMBL1464539,O=C(Nc1ccccc1N1CCOCC1)c1cc(-c2ccco2)nc2ccccc12,1042.93,5.98174484
CHEMBL471627,Oc1cccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)c1,6,8.22184875
CHEMBL1098709,CCOC(=O)C1(C(C)=O)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1,319.15,6.496005151
CHEMBL691,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,17.78,7.750068243
CHEMBL2403363,CCCC(CCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,2600,5.585026652
CHEMBL1321357,O=C(Nc1cc(C(F)(F)F)ccc1N1CCOCC1)C1Cc2ccccc2CN1C(=O)c1ccco1,5938.49,5.226323971
CHEMBL1495173,O=C(O)c1sccc1Oc1ccccc1[N+](=O)[O-],9923.14,5.003350881
CHEMBL2071183,O=C(/C=C/c1ccccc1)Oc1cccc2c(O)cccc12,8940,5.048662481
CHEMBL33625,O/N=C1\c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,8610,5.064996849
CHEMBL362349,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,239,6.621602099
CHEMBL187673,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,50,7.301029996
CHEMBL192782,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,7,8.15490196
CHEMBL364502,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,81,7.091514981
CHEMBL195878,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1,2,8.698970004
CHEMBL377560,CCCC[C@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,1810,5.742321425
CHEMBL377224,O=C1CCC2(c3ccccc3)Cc3cc(O)ccc3C2=C1c1ccco1,16,7.795880017
CHEMBL209402,CCCCC12CCC(=O)C(CCC)=C1c1ccc(O)cc1C2,1.5,8.823908741
CHEMBL83060,Oc1ccc2c(c1)S[C@H](c1cccnc1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,8254,5.083335535
CHEMBL4163889,COc1cc(C2Oc3c(OC)cc(/C=C/CO)cc3C2CO)ccc1O,286.5,6.542875374
CHEMBL4092300,Cl.Oc1cccc2c(-c3ccccc3)c3cc4ccccc4cc3nc12,939,6.027334408
CHEMBL4105062,Cl.Clc1ccc2c(-c3ccccc3)c3cc4ccccc4cc3nc2c1,1977,5.703993331
CHEMBL212456,CC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,28,7.552841969
CHEMBL193010,Oc1cccc(-c2ccc3c(O)cccc3c2)c1,205,6.688246139
CHEMBL264349,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccccc2)CCC1=O,1200,5.920818754
CHEMBL214091,CC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCC1=O,510,6.292429824
CHEMBL385514,CCCCC1=C2c3ccc(O)cc3CC2(Cc2ccccc2)CCC1=O,310,6.508638306
CHEMBL183067,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2cccc(O)c2)cc1)N1CC[C@@H](C)C1,69,7.161150909
CHEMBL3360841,O=C1C[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1,56000,4.251811973
CHEMBL3360843,O=C1[C@@H](c2ccccc2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1,980,6.008773924
CHEMBL189303,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,14,7.853871964
CHEMBL185783,Oc1ccc(-c2nc3cc(O)cc(-c4ccccc4)c3o2)cc1,235,6.628932138
CHEMBL189002,Oc1ccc2nc(-c3ccc(O)c(F)c3)oc2c1,39,7.408935393
CHEMBL398634,C=C[C@]12CCC(C)=CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,53,7.27572413
CHEMBL430395,C=C[C@]12CCC(Cl)=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,64,7.193820026
CHEMBL241485,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCN3CCCC3)ccc12,4749,5.32339783
CHEMBL1332007,Oc1ccccc1-c1nnc(SCCN2CCOCC2)n1Cc1ccccc1,3505.3,5.455274807
CHEMBL1342645,Cc1cc2n(c1)CCn1c(C)ccc1-2,3905.74,5.408296671
CHEMBL379543,CCCCC12CCC(=O)C(C3CC3)=C1c1ccc3[nH]ncc3c1C2,7,8.15490196
CHEMBL392000,C=CC[C@@H]1C2=CC[C@@H]3[C@H](CC[C@]4(C)[C@@H](O)CC[C@@H]34)[C@@]2(C=C)CC[C@@H]1O,3020,5.519993057
CHEMBL94170,CCc1cc(O)cc2c1S[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,185,6.732828272
CHEMBL92027,Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCOCC3)cc2)c1,318,6.49757288
CHEMBL246138,C=C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,11,7.958607315
CHEMBL68940,Oc1ccc([C@@H]2Sc3ccccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,70,7.15490196
CHEMBL312597,O=c1c2oc3ccccc3c2oc2cc(O)cc(O)c12,3200,5.494850022
CHEMBL371777,CC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,11,7.958607315
CHEMBL190038,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,2,8.698970004
CHEMBL192765,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,1.3,8.886056648
CHEMBL190104,CCSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,150,6.823908741
CHEMBL425246,CC[C@@]12CCC(=O)C(Cl)=C1c1ccc3[nH]ncc3c1C2,7.7,8.113509275
CHEMBL379188,C[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,8,8.096910013
CHEMBL425439,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2=O,0.9,9.045757491
CHEMBL1431555,CC(=O)c1ccc(NCC(=O)N2CCN(c3ccccc3)CC2)cc1,37132.65,4.430244056
CHEMBL226267,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,66.3,7.178486472
CHEMBL347560,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(CCO)CC2)n1,15,7.823908741
CHEMBL144897,Oc1ccc2c(c1)C=C(c1ccccc1)C21Cc2ccccc2C1,21,7.677780705
CHEMBL206764,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)c(F)c1,650,6.187086643
CHEMBL205577,Cc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,11371,4.94420134
CHEMBL192000,N#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,2.1,8.677780705
CHEMBL1493891,CCCCCCNC(=O)c1cc(-c2ccco2)nc2ccccc12,2601.96,5.584699384
CHEMBL1611750,NC(=O)c1ccsc1NC(=O)COC(=O)Cc1ccsc1,5548.57,5.255818931
CHEMBL1507981,C=CCn1c(COc2ccccc2F)nnc1SCC(=O)NC(=O)NCc1ccco1,3269.47,5.485522643
CHEMBL1367450,COc1ccc(C2CC(=O)Nc3ccccc3S2(=O)=O)cc1OC,16143.89,4.79199181
CHEMBL1431081,CC1CCc2c(sc(NC(=O)c3ccc(Cn4cc([N+](=O)[O-])cn4)o3)c2C#N)C1,2324.07,5.633750795
CHEMBL1470395,CSC1=N/C(=C\c2ccc(Br)o2)C(=O)S1,8577.14,5.066657501
CHEMBL1471193,CCc1nc2sc3ccccc3c(=O)c2c(=O)n1Cc1ccco1,6591.18,5.181036828
CHEMBL363634,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,0.5,9.301029996
CHEMBL379827,CC[C@]12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,4460,5.350665141
CHEMBL438616,CCC12CCC(=O)C=C1c1ccc3[nH]nnc3c1C2,3041,5.51698358
CHEMBL380188,CCCCC12CCC(=O)C(CCC)=C1c1ccc3[nH]nnc3c1C2,58,7.236572006
CHEMBL215428,CCC12CCC(=O)C(c3ccc(O)cc3)=C1c1ccc3[nH]nnc3c1C2,11,7.958607315
CHEMBL377166,CCC1=C2c3ccc4[nH]nnc4c3C[C@@]2(CC)CCC1=O,1524,5.817015033
CHEMBL194334,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,287,6.542118103
CHEMBL195280,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(F)c12,5.6,8.251811973
CHEMBL193064,CCc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,2.4,8.619788758
CHEMBL214200,CCCCC12CCC(=O)C(c3ccco3)=C1c1ccc3[nH]nnc3c1C2,7.4,8.13076828
CHEMBL213529,CCCC12CCC(=O)C(CC)=C1c1ccc3[nH]nnc3c1C2,18,7.744727495
CHEMBL212392,CCCC12CCC(=O)C(C)=C1c1ccc3[nH]nnc3c1C2,81,7.091514981
CHEMBL385949,CCC1=C2c3ccc4[nH]nnc4c3C[C@]2(CC)CCC1=O,5.7,8.244125144
CHEMBL205395,O=c1c2c(O)cc(O)c(I)c2ncn1-c1ccc(O)cc1,4081,5.389233405
CHEMBL378807,O=c1c2c(OS(=O)(=O)C(F)(F)F)cc(O)cc2ncn1-c1ccc(O)cc1,11979,4.921579435
CHEMBL203123,C=CCC1(C)Oc2c(ccc(O)c2C)-c2c(C)cc(O)c(C)c21,13,7.886056648
CHEMBL206441,COc1c(C)cc2c(=O)oc3c(C)c(O)ccc3c2c1C,16,7.795880017
CHEMBL438443,COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br,77,7.113509275
CHEMBL204341,Cc1c(O)ccc2c1oc(=O)c1c(C)c(NC=O)ccc12,957,6.019088062
CHEMBL4283235,Oc1ccc(-c2ccc(-c3ccc(OCCN4CCCC4)cc3F)[se]2)c(F)c1,1120,5.950781977
CHEMBL434525,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,73,7.13667714
CHEMBL209978,O=C1CCC2(c3ccccc3)Cc3cc(O)ccc3C2=C1Br,2.5,8.602059991
CHEMBL1084913,OCCCOc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,44,7.356547324
CHEMBL1082224,Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2cc(F)ccc21,66,7.180456064
CHEMBL378473,CC1=C2c3ccc4[nH]nnc4c3CC2(Cc2ccccc2)CCC1=O,5800,5.236572006
CHEMBL365045,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,313,6.504455662
CHEMBL451496,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F,339,6.469800302
CHEMBL2403348,CCC(CC)(c1ccc(N)c(C)c1)c1ccc(O)c(C)c1,43,7.366531544
CHEMBL1083981,COC(=O)C(C)N1C(=O)S/C(=C/c2ccc(O)c(Cl)c2)C1=O,49.7,7.303643611
CHEMBL206439,CCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)cc21,8,8.096910013
CHEMBL380362,Cc1cc(O)cc2c1-c1ccc(O)c(C)c1OC2C,24,7.619788758
CHEMBL205350,Cc1c(O)ccc2c1c(=O)oc1c(Br)c(O)ccc12,67,7.173925197
CHEMBL206546,Cc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,54,7.26760624
CHEMBL204768,Cc1cc(O)c(Cl)c2c(=O)oc3c(Cl)c(O)ccc3c12,18,7.744727495
CHEMBL204056,Cc1cc(Br)c2c(c1)c(=O)oc1c(C)c(O)ccc12,44,7.356547324
CHEMBL182902,C[C@H]1CCN([C@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,87,7.060480747
CHEMBL77609,CCC1Oc2cc(O)cc(C)c2N=C1c1ccc(O)c(Br)c1,90,7.045757491
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,260,6.585026652
CHEMBL327471,Cc1cc(O)cc2c1O[C@H](c1ccc(OCCN3CCCCC3)cc1)[C@H](c1ccc(O)cc1)S2,690,6.161150909
CHEMBL329892,Oc1ccc([C@H]2Sc3c(ccc(O)c3F)O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,18,7.744727495
CHEMBL121978,CN1CCN(c2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,59,7.229147988
CHEMBL1367590,O=C(COC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1)NCc1ccco1,24.16,7.61690307
CHEMBL1476347,N#Cc1ccc(-c2cccnc2)nc1SCC(=O)Nc1sc2c(c1C#N)CCC2,148.93,6.82701781
CHEMBL1444840,COCCOC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc(C(=O)O)cc3)cc12,3820.06,5.417929816
CHEMBL1716742,CCOc1[nH]c(/N=C/c2ccco2)c(C#N)c1C#N,18202.29,4.739873971
CHEMBL1562870,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)o2)cc1,19245.47,4.715671478
CHEMBL1586096,COc1cc(C2Nc3cccc4cccc(c34)N2)cc(OC)c1O,5040.48,5.297528104
CHEMBL1530431,COCCCn1c(Cc2csc(Nc3cccc(Cl)c3)n2)nnc1SCC(=O)OC,16986.96,4.769884336
CHEMBL422471,CN(C)CCN1CCc2ccccc21,57.87,7.237546518
CHEMBL2137046,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,26.1,7.583359493
CHEMBL4228886,O=Cc1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,395,6.403402904
CHEMBL267385,Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccc(OCCN4CCCCC4)cc2C3)cc1,1.8,8.744727495
CHEMBL123025,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,87,7.060480747
CHEMBL331996,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,326,6.4867824
CHEMBL4293821,Cc1cc(O)ccc1-c1ccc(-c2ccc(OCCN3CCCCC3)cc2C)[se]1,1235,5.908333042
CHEMBL4282141,Oc1ccc(-c2ccc(-c3ccc(OCCN4CCCCC4)cc3Cl)[se]2)c(Cl)c1,2960,5.528708289
CHEMBL94030,Oc1ccc([C@@H]2Sc3c(F)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,13,7.886056648
CHEMBL74027,CC1(C)Oc2cc(O)cc(O)c2N=C1c1ccc(O)c(Br)c1,1700,5.769551079
CHEMBL98470,CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCC3)cc2)cc1,1974,5.704652852
CHEMBL429446,COc1cc(C2Nc3ccccc3C(=O)N2Cc2ccccc2)ccc1O,6200,5.207608311
CHEMBL3589349,O=C(O)CCCCCCC(=O)Nc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,160,6.795880017
CHEMBL281499,Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)cc1,2.1,8.677780705
CHEMBL184974,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,39,7.408935393
CHEMBL441499,O=C(c1ccc(N2CCN(C(=O)c3cccc(O)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,19.77,7.703993331
CHEMBL181248,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCC[C@H]3C)cc2)[C@H]1c1ccc(O)cc1,4.1,8.387216143
CHEMBL362507,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)c(F)c3)oc12,201,6.696803943
CHEMBL426641,N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12,2.2,8.657577319
CHEMBL193207,COc1ccc2c(c1)C(Br)=C(c1ccc(O)cc1)C2=O,199,6.701146924
CHEMBL191716,Oc1ccc2cc(-c3cc(F)c(O)c(F)c3)ccc2c1,8.4,8.075720714
CHEMBL192386,Oc1ccc(-c2cc(F)c3cc(O)ccc3c2)cc1,1.6,8.795880017
CHEMBL215593,CCC[C@@]12CCC(=O)C(C)=C1c1ccc(O)cc1C2,14,7.853871964
CHEMBL379008,CCC[C@@H]1C[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O,1,9
CHEMBL213337,CC[C@@H]1CC[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O,5,8.301029996
CHEMBL213950,CCC[C@H]1CC[C@@H]2C[C@]13Cc1cc(O)ccc1C3=C(C)C2=O,141,6.850780887
CHEMBL92335,Cc1cc2c(cc1O)O[C@H](c1ccc(OCCN3CCCCC3)cc1)[C@H](c1ccc(O)cc1)S2,595,6.225483034
CHEMBL323119,CN(C)c1cccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCC3)cc2)c1,2971.67,5.52699942
CHEMBL2113001,O=C(c1ccc(N2CCN(Cc3ccccc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5.53,8.257274869
CHEMBL183092,CC[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,97,7.013228266
CHEMBL144431,Oc1cccc(C2=Cc3ccc(O)cc3C23Cc2ccccc2C3)c1,12,7.920818754
CHEMBL89994,O=C(N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1)C(F)(F)F,93.3,7.030118356
CHEMBL94080,CCOC(=O)N1CCc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,293,6.53313238
CHEMBL328716,Oc1ccc([C@@H]2Sc3c(ccc(O)c3F)O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,13.2,7.879426069
CHEMBL3234628,Cc1cccc(/N=C(\c2ccc(O)cc2)c2ccc(O)cc2O)c1,51,7.292429824
CHEMBL3234631,Oc1ccc(/C(=N\c2cccc(Cl)c2)c2ccc(O)cc2O)cc1,67,7.173925197
CHEMBL3234634,Oc1ccc(/C(=N\c2ccc(F)cc2)c2ccc(O)cc2O)cc1,139,6.8569852
CHEMBL3234615,Cc1cccc(N=C(c2ccc(O)cc2)c2ccc(O)cc2)c1,41,7.387216143
CHEMBL3234629,Cc1ccc(/N=C(\c2ccc(O)cc2)c2ccc(O)cc2O)cc1,241,6.617982957
CHEMBL460647,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,68,7.167491087
CHEMBL188517,C=Cc1cc(O)cc2nc(-c3c(F)cc(O)cc3F)oc12,2.2,8.657577319
CHEMBL186643,Oc1cc(/C=C\F)c2oc(-c3ccc(O)c(F)c3)nc2c1,3.2,8.494850022
CHEMBL289277,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,5200,5.283996656
CHEMBL24950,Oc1cccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)c1,28,7.552841969
CHEMBL3099429,CCCOC(=O)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,9.8,8.008773924
CHEMBL384709,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nnc3c1C2,3.2,8.494850022
CHEMBL441366,CCCC[C@@]12CCC(=O)C(CC)=C1c1ccc3[nH]nnc3c1C2,5.1,8.292429824
CHEMBL379314,CCC12CCC(=O)C(C)=C1c1ccc3[nH]nnc3c1C2,24,7.619788758
CHEMBL212468,CC1=C2c3ccc4[nH]ncc4c3CC2(C)CCC1=O,69,7.161150909
CHEMBL209738,CCCCC12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,12,7.920818754
CHEMBL211953,CCC1=C2c3ccc4[nH]ncc4c3CC2(CC)CCC1=O,4,8.397940009
CHEMBL380032,CCCC12CCC(=O)C(Br)=C1c1ccc3[nH]ncc3c1C2,5.4,8.26760624
CHEMBL379109,CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,5.3,8.27572413
CHEMBL210074,CC[C@@]12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,7.2,8.142667504
CHEMBL469512,Fc1ccc2c(c1)OCCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,31,7.508638306
CHEMBL362356,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1,16,7.795880017
CHEMBL306636,CCCC1Oc2cc(O)ccc2N=C1c1ccc(O)cc1,320,6.494850022
CHEMBL193726,Oc1ccc(-c2ccc3c(O)cccc3c2)cc1,5.8,8.236572006
CHEMBL371564,N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,28,7.552841969
CHEMBL191300,Cc1cc(O)ccc1-c1ccc2c(Cl)c(O)ccc2c1,13,7.886056648
CHEMBL372011,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,879,6.056011125
CHEMBL1559680,O=C1C2C3C=CC(C3)C2C(=O)N1c1cccc2cccnc12,21352.55,4.670550252
CHEMBL1581750,Cc1cc(C)cc(OCC(=O)Nc2ccc(N3CCCC3)cc2)c1,1562.5,5.806179974
CHEMBL1505049,C1=C(N2CCOCC2)/C(=C/c2nc3ccccc3[nH]2)CC1,23755.61,4.624233813
CHEMBL1561864,CSCCC(NC(=O)c1ccco1)C(=O)OCC(=O)Nc1sccc1C#N,16484.93,4.782912893
CHEMBL3192116,CC(=N)/C(C#N)=C(/O)CSc1nnc(Nc2ccccc2C)s1,12248.87,4.911903975
CHEMBL3208992,CN1C(=O)CC(C(=O)O)S/C1=N/c1cc(Cl)c(O)c(Cl)c1,26902.65,4.570204938
CHEMBL1576239,Cc1cc(O)nc(SCC(=O)NCc2ccco2)n1,6265.57,5.203039414
CHEMBL1981243,O=c1nc2s/c(=C\c3ccco3)c(=O)n2nc1Cc1ccc(F)cc1,2346.44,5.629590547
CHEMBL1448466,CCc1ccc(NC(=O)c2noc3c2CCC3)cc1,5502.76,5.259419428
CHEMBL1397845,CN1C(=O)CSc2ccc(NC(=O)N3CCC(N4CCCCC4)CC3)cc21,6242.64,5.204631709
CHEMBL1518838,O=C(c1cc2c(s1)CCC2)N1CCN(c2ccccc2)CC1,3873.39,5.411908773
CHEMBL372030,Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,17,7.769551079
CHEMBL195786,COc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,114,6.943095149
CHEMBL360410,Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1,3.5,8.455931956
CHEMBL183162,Oc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,3.6,8.443697499
CHEMBL183333,Oc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,2.1,8.677780705
CHEMBL186874,N#CCc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,10,8
CHEMBL182237,Cc1cc(C)nc(N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)n1,66.52,7.177047759
CHEMBL1465890,CCOC(=O)C1CCCN(C(=O)c2ccc(CS(=O)(=O)c3ccc(C)cc3)o2)C1,13675.64,4.86405234
CHEMBL1408395,Cc1ccc2c(c1)c(=O)c1c3n2CCN(C(=O)CCl)C3CC1,8754.33,5.057777086
CHEMBL1086775,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCC3)cc1)C1=C2CCOc2cc(O)ccc21,14,7.853871964
CHEMBL1087545,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,19,7.721246399
CHEMBL3211570,CC/C(=N/Nc1ccccc1)c1cnnc(-c2ccccc2)n1,6116.8,5.213475719
CHEMBL1525366,CCOC(=O)C1CCCN(C(=O)c2cc3ncc(Br)cn3n2)C1,69.37,7.158828306
CHEMBL1374573,O=C(CSc1nc2scc(-c3ccco3)c2c(=O)n1-c1ccccc1)NCC1CCCO1,102158.48,3.990725577
CHEMBL1604955,CCOC(=O)Cn1cnc2sc3c(c2c1=O)CCC3,3624.79,5.440717149
CHEMBL1406018,CCn1nnc(NC(=O)CSc2ccc(Cl)cc2)n1,4649.82,5.332563859
CHEMBL358546,O=C(CSc1nnc(-c2ccccc2)[nH]1)c1ccc(O)c(O)c1,15611.98,4.806542014
CHEMBL4218435,COc1cc(/C=C/c2ccc(C3=C(c4ccc(O)cc4)C4CC(S(=O)(=O)Oc5cccc(OC)c5)C3O4)cc2)cc(OC)c1,646,6.189767482
CHEMBL393278,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@]43CC[C@@H]5O)[C@@H]1CC[C@@H]2O,322,6.492144128
CHEMBL1404075,CCCOC(=O)c1cc(-c2ccc(/C=C3/C(=O)N(C)C(=O)C(C#N)=C3C)o2)ccc1Cl,10315.06,4.986528242
CHEMBL3189964,CC(=O)Nc1ccc(/N=C/c2nc(-c3ccc(C)cc3)oc2O)cc1,21587.8,4.665791614
CHEMBL1381495,CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c2ccccc21,531.62,6.274398689
CHEMBL1434189,N#Cc1ccccc1N1CCN(C(=O)CCCCCn2c(=S)[nH]c3ccccc3c2=O)CC1,957.35,6.018929258
CHEMBL1411756,CC12CCCCC1(O)[N+]([O-])=C1CCCCC1=[N+]2[O-],2852.58,5.544762167
CHEMBL3208784,CC(=N)/C(C#N)=C(/O)CSc1nnc(-c2ccc(OC(F)F)cc2)o1,18569.03,4.731210782
CHEMBL1421887,O=C(Cc1ccc(S(=O)(=O)N2CCOCC2)s1)Nc1nc2c(s1)CCCC2,5274.02,5.277858228
CHEMBL1461254,CCN1CCN(c2ccc(NC(=O)c3cccc4ncccc34)cc2)CC1,121.11,6.916819996
CHEMBL1607897,O=S(=O)(NCC(O)COCc1ccco1)c1cccs1,14000.72,4.85384963
CHEMBL1567315,CCOC(=O)N1CCN(C(c2cccnc2)c2ccc3cccnc3c2O)CC1,10586.04,4.975266469
CHEMBL1460155,OCCN1CCN(C(c2cccs2)c2ccc3cccnc3c2O)CC1,2823.81,5.549164528
